@type,@id,meta:expandedURI,rdfs:label / skos:prefLabel,rdfs:comment / skos:definition,dct:description,vann:usageNote,vs:term_status,owl:equivalentClass / owl:equivalentProperty / skos:exactMatch,rdfs:subClassOf / rdfs:subPropertyOf / skos:broader,schema:domainIncludes / skos:inScheme,schema:rangeIncludes,meta:targetScheme,skos:topConceptOf,skos:relatedMatch,skos:broadMatch,skos:narrowMatch,meta:domainFor,skos:hasTopConcept,meta:hasConcept
rdf:Property,ceterms:honorificSuffix,https://purl.org/ctdl/terms/honorificSuffix,Honorific Suffix,"Honorific suffix preceding a person's name such as M.D. , PhD, or MSCSW.",,,vs:stable,ceterms:ContactPoint,,ceterms:CredentialPerson,rdf:langString,,,,,,,,
rdf:Property,ceterms:identifier,https://purl.org/ctdl/terms/identifier,Identifier,Alphanumeric token that identifies this resource and information about the token's originating context or scheme.,,"Where a specific property for the originating context or scheme exists, such as ceterms:opeID, ceterms:ncesID, ceterms:leiCode, etc., use that property instead of this one. Where the identifier has no nameable originating context or scheme other than that of the resource being identified, ceterms:codedNotation may be used.",vs:stable,,,"ceasn:Rubric
ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentComponent
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicComponent
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:CocurricularComponent
ceterms:CollectionComponent
ceterms:CompetencyComponent
ceterms:Course
ceterms:CourseComponent
ceterms:Credential
ceterms:CredentialComponent
ceterms:CredentialOrganization
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:ExtracurricularComponent
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:Job
ceterms:JobComponent
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:MultiComponent
ceterms:Occupation
ceterms:OpenBadge
ceterms:Organization
ceterms:Place
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QACredentialOrganization
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:SupportService
ceterms:Task
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:TransferValueProfile
ceterms:WorkBasedLearningCertificate
ceterms:WorkExperienceComponent
ceterms:WorkRole",ceterms:IdentifierValue,,,,,,,,
rdf:Property,ceterms:identifierType,https://purl.org/ctdl/terms/identifierType,Identifier Type,"Framework, scheme, type, or other organizing principle of this identifier.",,,vs:stable,,,ceterms:IdentifierValue,xsd:anyURI,,,,,,,,
rdf:Property,ceterms:identifierTypeName,https://purl.org/ctdl/terms/identifierTypeName,Identifier Type Name,"Formal name or acronym of the framework, scheme, type, or other organizing principle of this identifier, such as ISBN or ISSN.",,,vs:stable,,,ceterms:IdentifierValue,rdf:langString,,,,,,,,
rdf:Property,ceterms:identifierValueCode,https://purl.org/ctdl/terms/identifierValueCode,Identifier Value Code,Alphanumeric string identifier of the entity.,"Where a formal identification system exists for the identifier, recommended best practice is to use a string conforming to that system.",,vs:stable,,,ceterms:IdentifierValue,xsd:string,,,,,,,,
rdf:Property,ceterms:image,https://purl.org/ctdl/terms/image,Image,"Image, icon or logo that represents the entity including registered trade or service marks.",,,vs:stable,schema:image,,"ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Credential
ceterms:CredentialOrganization
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:Organization
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QACredentialOrganization
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",xsd:anyURI,,,,,,,,
rdf:Property,ceterms:inAlignmentMap,https://purl.org/ctdl/terms/inAlignmentMap,In Alignment Map,Alignment map to which the statement belongs.,,,vs:stable,,,rdf:Statement,ceterms:AlignmentMap,,,,,,,,
rdf:Property,ceterms:inCatalog,https://purl.org/ctdl/terms/inCatalog,In Catalog,An inventory or listing of resources that includes this resource.,,,vs:unstable,,,"ceasn:Rubric
ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Collection
ceterms:Course
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:Job
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:Occupation
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:Task
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:TransferIntermediary
ceterms:TransferValueProfile
ceterms:WorkBasedLearningCertificate
ceterms:WorkRole",xsd:anyURI,,,,,,,,
rdf:Property,ceterms:inDemandAction,https://purl.org/ctdl/terms/inDemandAction,In Demand Action,Assertion by an agent that this resource has a specific workforce demand level.,,,vs:unstable,,ceterms:relatedAction,"ceterms:CredentialOrganization
ceterms:Organization
ceterms:QACredentialOrganization",ceterms:WorkforceDemandAction,,,,,,,,
rdf:Property,ceterms:industryType,https://purl.org/ctdl/terms/industryType,Industry Type,"Type of industry; select from an existing enumeration of such types such as the SIC, NAICS, and ISIC classifications.",,Best practice in identifying industries for U.S. resources is to provide the NAICS code using the ceterms:naics property. Other resources may use the ceterms:industrytype property and any framework of the class ceterms:IndustryClassification.,vs:stable,,ceterms:credentialAlignment,"ceasn:CompetencyFramework
ceasn:Rubric
ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Collection
ceterms:Course
ceterms:Credential
ceterms:CredentialOrganization
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:Job
ceterms:JobComponent
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:Occupation
ceterms:OpenBadge
ceterms:Organization
ceterms:Pathway
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QACredentialOrganization
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",ceterms:CredentialAlignmentObject,ceterms:IndustryClassification,,,,,,,
rdf:Property,ceterms:inLanguage,https://purl.org/ctdl/terms/inLanguage,In Language,"The primary language or languages of the entity, even if it makes use of other languages; e.g., a course offered in English to teach Spanish would have an inLanguage of English, while a credential in Quebec could have an inLanguage of both French and English.",,,vs:stable,schema:inLanguage,,"ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Collection
ceterms:Course
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:SupportService
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",xsd:language,,,,,,,,
rdf:Property,ceterms:instructionalProgramType,https://purl.org/ctdl/terms/instructionalProgramType,Instructional Program Type,Type of instructional program; select from an existing enumeration of such types.,,"For U.S. credentials, best practice is to use a framework such as the CIP (Classification of Instructional Programs). Other credentials may use any framework of the class CTDL InstructionalProgramClassification.",vs:stable,,ceterms:credentialAlignment,"ceasn:Rubric
ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Collection
ceterms:Course
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:Pathway
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",ceterms:CredentialAlignmentObject,ceterms:InstructionalProgramClassification,,,,,,,
rdf:Property,ceterms:instrument,https://purl.org/ctdl/terms/instrument,Instrument,Object that helped the agent perform the action. e.g. John wrote a book with a pen.,A credential or other instrument whose criteria was applied in executing the action.,,vs:stable,schema:instrument,,"ceterms:AccreditAction
ceterms:AdvancedStandingAction
ceterms:ApproveAction
ceterms:CredentialingAction
ceterms:OfferAction
ceterms:RecognizeAction
ceterms:RegistrationAction
ceterms:RegulateAction
ceterms:RenewAction
ceterms:RevokeAction
ceterms:RightsAction
ceterms:WorkforceDemandAction","ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",,,,,,,,
rdf:Property,ceterms:intermediaryFor,https://purl.org/ctdl/terms/intermediaryFor,Intermediary For,Resource for which this resource is an intermediary.,,,vs:unstable,,,ceterms:TransferIntermediary,ceterms:TransferValueProfile,,,,,,,,
rdf:Property,ceterms:ipedsID,https://purl.org/ctdl/terms/ipedsID,IPEDS ID,Unique six digit identifier assigned to all U.S. institutions that have submitted data to the Integrated Postsecondary Education Data System (IPEDS).,,,vs:stable,,,"ceterms:CredentialOrganization
ceterms:Organization
ceterms:QACredentialOrganization",xsd:string,,,,,,,,
rdf:Property,ceterms:isAdvancedStandingFor,https://purl.org/ctdl/terms/isAdvancedStandingFor,Is Advanced Standing For,"This credential, assessment, or learning opportunity reduces the time or cost required to earn or complete the referenced credential, assessment, or learning opportunity.",,A third-party credential agent claiming that its credential provides advanced standing for the credential of another credential agent should consider using ceterms:recommendedFor instead of ceterms:advancedStandingFor in the absence of an explicit and verifiable agreement on advanced standing between the agents of the two credentials.,vs:stable,,,"ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Course
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate","ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:ConditionProfile
ceterms:Course
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",,,,,,,,
rdf:Property,ceterms:isDestinationComponentOf,https://purl.org/ctdl/terms/isDestinationComponentOf,Is Destination Component Of,Pathway for which this resource is the goal or destination.,,,vs:stable,,,"ceterms:AssessmentComponent
ceterms:BasicComponent
ceterms:CocurricularComponent
ceterms:CollectionComponent
ceterms:CompetencyComponent
ceterms:CourseComponent
ceterms:CredentialComponent
ceterms:ExtracurricularComponent
ceterms:JobComponent
ceterms:MultiComponent
ceterms:WorkExperienceComponent",ceterms:Pathway,,,,,,,,
rdf:Property,ceterms:isicV4,https://purl.org/ctdl/terms/isicV4,ISIC Revision 4 Code,"The International Standard of Industrial Classification of All Economic Activities (ISIC), Revision 4 code for a particular organization, business person, or place.",,,vs:stable,schema:isicV4,,"ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Credential
ceterms:CredentialOrganization
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:Organization
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QACredentialOrganization
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",xsd:string,,,,,,,,
rdf:Property,ceterms:isMemberOf,https://purl.org/ctdl/terms/isMemberOf,Is Member Of,Collection to which this resource belongs.,,,vs:unstable,,,"ceasn:Competency
ceterms:Course
ceterms:Job
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:Occupation
ceterms:Task
ceterms:TransferValueProfile
ceterms:WorkRole",ceterms:Collection,,,,,,,,
rdf:Property,ceterms:isNonCredit,https://purl.org/ctdl/terms/isNonCredit,Is Non-Credit,Resource carries or confers no official academic credit according to the provider of the resource.,,,vs:unstable,,,"ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Course
ceterms:DigitalBadge
ceterms:Diploma
ceterms:JourneymanCertificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterCertificate
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProficiencyCertificate
ceterms:SecondaryEducationCertificate
ceterms:WorkBasedLearningCertificate",xsd:boolean,,,,,,,,
